Place_Id,Place_Name,Description,Category,City,Tags
85,Taman Pintar Yogyakarta,"Taman Pintar Yogyakarta (bahasa Jawa: Hanacaraka,ꦠꦩꦤ꧀​ꦥꦶꦤ꧀ꦠꦂ​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ, Taman Pintar Ngayogyakarta) adalah wahana wisata yang terdapat di pusat Kota Yogyakarta, tepatnya di Jalan Panembahan Senopati No. 1-3, Yogyakarta, di kawasan Benteng Vredeburg. Taman ini memadukan tempat wisata rekreasi maupun edukasi dalam satu lokasi. Taman Pintar memiliki arena bermain sekaligus sarana edukasi yang terbagi dalam beberapa zona. Akses langsung kepada pusat buku eks Shopping Centre juga menambah nilai lebih Taman Pintar. Tempat rekreasi ini sangat baik untuk anak-anak pada masa perkembangan.\nBeberapa tahun ini Taman Pintar menjadi alternatif tempat berwisata bagi masyarakat Yogyakarta maupun luar kota.Taman ini, khususnya pada wahana pendidikan anak usia dini dilengkapi dengan teknologi interaktif digital serta pemetaan video yang akan memacu imajinasi anak serta ketertarikan mereka terhadap teknologi. Pada saat ini ada 35 zona dan 3.500 alat peraga permainan yang edukatif.",Taman Hiburan,Yogyakarta,taman pintar yogyakarta bahasa jawa hanacaraka taman pintar ngayogyakarta wahana wisata pusat kota yogyakarta tepat jalan panembahan senopati no yogyakarta kawasan benteng vredeburg taman madu wisata rekreasi edukasi lokasi taman pintar milik arena main sarana edukasi bagi zona akses langsung pusat buku eks shopping centre tambah nilai taman pintar tempat rekreasi taman pintar alternatif wisata masyarakat yogyakarta wahana didik anak usia lengkap teknologi interaktif digital meta video pacu imajinasi anak tari teknologi pada 35 zona alat aga main edukatif
86,Keraton Yogyakarta,"Keraton Ngayogyakarta Hadiningrat atau Keraton Yogyakarta (bahasa Jawa: ꦏꦫꦠꦺꦴꦤ꧀​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ​ꦲꦢꦶꦤꦶꦔꦿꦠ꧀, translit. Karaton Ngayogyakarta Hadiningrat) merupakan istana resmi Kesultanan Ngayogyakarta Hadiningrat yang kini berlokasi di Kota Yogyakarta. Keraton ini didirikan oleh Sri Sultan Hamengkubuwana I pada tahun 1755 sebagai Istana/Keraton Yogyakarta yang baru berdiri akibat perpecahan Mataram Islam dengan adanya Perjanjian Giyanti. Keraton ini adalah pecahan dari Keraton Surakarta Hadiningrat dari Kesunanan Surakarta (Kerajaan Surakarta). Sehingga dinasti Mataram diteruskan oleh 2 Kerajaan yakni Kesultanan Yogyakarta dan Kesunanan Surakarta. Total luas wilayah keseluruhan keraton yogyakarta mencapai 184 hektar, yakni meliputi seluruh area di dalam benteng Baluwarti, alun-alun Lor, alun-alun Kidul, gapura Gladak, dan kompleks Masjid Gedhe Yogyakarta. Sementara luas dari kedhaton (inti keraton) mencapai 13 hektar. Walaupun Kesultanan Yogyakarta secara resmi telah menjadi bagian Republik Indonesia pada tahun 1945, kompleks bangunan keraton ini masih berfungsi sebagai tempat tinggal sultan dan rumah tangga istananya yang masih menjalankan tradisi kesultanan hingga saat ini. Keraton ini kini juga merupakan salah satu objek wisata di Kota Yogyakarta. Sebagian kompleks keraton merupakan museum yang menyimpan berbagai koleksi milik kesultanan, termasuk berbagai pemberian dari raja-raja Eropa, replika pusaka keraton, dan gamelan. Dari segi bangunannya, keraton ini merupakan salah satu contoh arsitektur istana Jawa yang terbaik, memiliki balairung-balairung mewah dan lapangan serta paviliun yang luas.",Budaya,Yogyakarta,keraton ngayogyakarta hadiningrat keraton yogyakarta bahasa jawa translit karaton ngayogyakarta hadiningrat istana resmi sultan ngayogyakarta hadiningrat lokasi kota yogyakarta keraton diri sri sultan hamengkubuwana i 1755 yogyakarta diri akibat pecah mataram islam janji giyanti keraton pecah keraton surakarta hadiningrat sunan surakarta raja surakarta sehingga dinasti mataram terus 2 raja sultan yogyakarta sunan surakarta total luas wilayah keraton yogyakarta capai 184 hektar liput area benteng baluwarti lor kidul gapura gladak kompleks masjid gedhe yogyakarta sementara luas kedhaton inti keraton capai 13 hektar walaupun sultan yogyakarta resmi republik indonesia 1945 kompleks bangun keraton fungsi tinggal sultan rumah tangga istana jalan tradisi sultan keraton salah objek wisata kota yogyakarta bagi kompleks keraton museum simpan koleksi milik sultan beri eropa replika pusaka keraton gamelan dari segi bangun keraton salah contoh arsitektur istana jawa baik milik mewah lapang paviliun luas
87,Sindu Kusuma Edupark (SKE),"Sindu Kusuma Edupark (SKE) merupakan sebuah destinasi rekreasi yang terletak di Jogjakarta. Di tujuh hektar kawasan taman yang selesai dibangun tahun 2014 ini, terdapat bermacam-macam wahana, baik wahana bermain maupun wahana belajar yang bisa dinikmati oleh semua anggota keluarga. Wahana yang paling terkenal dari SKE adalah bianglalanya, yang merupakan sebuah wahana bermain sekaligus ikon SKE sendiri. Bila Singapore memiliki Flyer setinggi 165 meter, sementara Malaysia punya Eye setinggi 88 meter, dan di Thailand ada Asiatique setinggi 60 meter, Indonesia memiliki Cakra Manggilingan dengan tinggi 48 meter. Di tingkat Asia Tenggara, bianglala ini memang mesti berpuas diri duduk di peringkat keenam sebagai bianglala tertinggi, tetapi di tingkat nasional, ia duduk di peringkat pertama.",Taman Hiburan,Yogyakarta,sindu kusuma edupark ske destinasi rekreasi letak jogjakarta di tujuh hektar kawasan taman selesai bangun 2014 wahana wahana main wahana ajar nikmat anggota keluarga wahana kenal ske bianglala wahana main ikon ske bila singapore milik flyer 165 meter malaysia eye 88 meter thailand asiatique 60 meter indonesia milik cakra manggilingan 48 meter di tingkat asia tenggara bianglala mesti puas duduk peringkat enam bianglala tinggi tingkat nasional duduk peringkat
88,Museum Benteng Vredeburg Yogyakarta,"Museum Benteng Vredeburg (bahasa Jawa: ꦩꦸꦱꦶꦪꦸꦩ꧀​ꦧꦺꦠꦺꦁ​ꦮ꦳ꦽꦢꦼꦧꦸꦂꦒ꧀, translit. Musiyum Bètèng Vredeburg adalah sebuah benteng yang terletak di depan Gedung Agung dan Kraton Kesultanan Yogyakarta. Sekarang, benteng ini menjadi sebuah museum. Di sejumlah bangunan di dalam benteng ini terdapat diorama mengenai sejarah Indonesia.",Budaya,Yogyakarta,museum benteng vredeburg bahasa jawa translit musiyum b t ng vredeburg benteng letak gedung agung kraton sultan yogyakarta sekarang benteng museum di bangun benteng diorama sejarah indonesia
89,De Mata Museum Jogja,"Museum De Mata merupakan salah satu museum yang berisi lukisan 3D terbanyak di dunia. Jumlah lukisannya sekitar 120 dan setiap lukisan memiliki konsep dengan latar belakang yang terlihat seperti nyata. Ada beberapa ukuran lukisan yang ada di Museum De Mata dari ukuran biasa sampai mencapai 5 meter. Ada beberapa macam kategori lukisannya yaitu ornament, lanscape, olahraga, tokoh-tokoh terkenal, superhero, sampai lukisan sirkus. Museum ini didirikan untuk masyarakat menghabiskan liburan dengan menambah pengetahuan. Museum ini menawarkan banyak lukisan-lukisan yang unik misalnya terdapat lukisan dimana anda dapat merasakan keseruan berjalan di atas jembatan kayu yang dibawahnya terdapat jurang yang curam Atau berjuang untuk memadamkan semburanapi panas ari mulut naga, lukisan tersebut tampak seolah-olah nyata. Semua itu terdapat di dalam museum De Mata dengan hasil efek yang menipu mata.",Budaya,Yogyakarta,museum de mata salah museum isi lukis 3d dunia jumlah lukis 120 lukis milik konsep latar nyata ada ukur lukis museum de mata ukur capai 5 meter ada kategori lukis ornament lanscape olahraga kenal superhero lukis sirkus museum diri masyarakat habis libur tambah tahu museum tawar unik lukis mana rasa seru jalan jembatan kayu bawah jurang curam atau juang madam semburanapi panas ari mulut naga lukis nyata semua museum de mata hasil efek tipu mata
90,Kampung Wisata Taman Sari,"Taman Sari Yogyakarta atau Taman Sari Keraton Yogyakarta (Hanacaraka:ꦠꦩꦤ꧀ꦱꦫꦶꦔꦪꦺꦴꦒꦾꦏꦂꦡ, Tamansari Ngayogyakarta) adalah situs bekas taman atau kebun istana Keraton Ngayogyakarta Hadiningrat, yang dapat dibandingkan dengan Kebun Raya Bogor sebagai kebun Istana Bogor. Kebun ini dibangun pada zaman Sultan Hamengku Buwono I (HB I) pada tahun 1758-1765/9. Awalnya, taman yang mendapat sebutan ""The Fragrant Garden"" ini memiliki luas lebih dari 10 hektare dengan sekitar 57 bangunan baik berupa gedung, kolam pemandian, jembatan gantung, kanal air, maupun danau buatan beserta pulau buatan dan lorong bawah air. Kebun yang digunakan secara efektif antara 1765-1812 ini pada mulanya membentang dari barat daya kompleks Kedhaton sampai tenggara kompleks Magangan. Namun saat ini, sisa-sisa bagian Taman Sari yang dapat dilihat hanyalah yang berada di barat daya kompleks Kedhaton saja.",Taman Hiburan,Yogyakarta,taman sari yogyakarta taman sari keraton yogyakarta hanacaraka tamansari ngayogyakarta situs bekas taman kebun istana keraton ngayogyakarta hadiningrat banding kebun raya bogor kebun istana bogor kebun bangun zaman sultan hamengku buwono i hb i awal taman sebut the fragrant garden milik luas 10 hektare 57 bangun gedung kolam mandi jembatan gantung kanal air danau buat serta pulau buat lorong air kebun efektif bentang barat daya kompleks kedhaton tenggara kompleks magang namun taman sari barat daya kompleks kedhaton
91,Situs Warungboto,"Situs Warungboto atau Pesanggrahan Rejawinangun adalah salah satu bangunan cagar budaya yang terletak di Jalan Veteran No.77, Kelurahan Warungboto, Kecamatan Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta. Pada awalnya, situs ini merupakan lokasi sebuah pesanggrahan dan pemandian.",Taman Hiburan,Yogyakarta,situs warungboto pesanggrahan rejawinangun salah bangun cagar budaya letak jalan veteran lurah warungboto camat umbulharjo kota yogyakarta daerah istimewa yogyakarta pada situs lokasi pesanggrahan mandi
92,Nol Kilometer Jl.Malioboro,"Walaupun hanyalah sebuah persimpangan, namun persimpangan Titik 0 km ini bukanlah sebuah persimpangan biasa. Karena di persimpangan ini bisa dibilang sebagai titik tengah kota Jogja karena lokasinya yang benar-benar di depan Keraton Yogyakarta sebagai pendiri daerah yang istimewa ini. Terlebih lagi di sebelah utaranya adalah pusat keramaian wisata Jogja yaitu Jalan Malioboro, sehingga jika anda sedang nongkrong di persimpangan Titik Nol Kilometer ini benar-benar merasakan titik tengah Jogja yang begitu syahdu. Titik 0 Kilometer Yogyakarta memang tempat favorit wisatawan untuk menghabiskan waktu, terlebih pada sore hari dan malam hari yang setiap hari selalu ramai disesaki oleh para wisatawan yang sekedar hanya untuk nongkrong di dudukan yang banyak disediakan di sekitar perempatan.",Taman Hiburan,Yogyakarta,walaupun simpang simpang titik 0 km simpang karena simpang bilang titik kota jogja lokasi keraton yogyakarta diri daerah istimewa lebih belah utara pusat ramai wisata jogja jalan malioboro nongkrong simpang titik nol kilometer rasa titik jogja syahdu titik 0 kilometer yogyakarta favorit wisatawan habis sore malam ramai saki wisatawan dar nongkrong duduk sedia empat
93,Gembira Loka Zoo,"Kebun Binatang Gembira Loka biasa disebut Gembira Loka Zoo (disingkat GL Zoo, bahasa Jawa: ꦏꦼꦧꦺꦴꦤ꧀​ꦫꦗ​ꦒꦼꦩ꧀ꦧꦶꦫ​ꦭꦺꦴꦏ, translit. Kêbon Raja Gêmbira Loka) adalah kebun binatang yang berada di Kota Yogyakarta. Berisi berbagai macam spesies dari belahan dunia, seperti orang utan, gajah asia, simpanse, harimau, dan lain sebagainya. Kebun Binatang Gembira Loka menjadi daya tarik tersendiri bagi para wisatawan Yogyakarta. Gembira Loka Zoo sempat rusak parah akibat gempa bumi Yogyakarta tahun 2006. Tetapi, setelah direnovasi Kebun Binatang Gembira Loka tetap dicari para wisatawan.",Cagar Alam,Yogyakarta,kebun binatang gembira loka gembira loka zoo singkat gl zoo bahasa jawa translit k bon raja g mbira loka kebun binatang kota yogyakarta isi spesies bahan dunia orang utan gajah asia simpanse harimau kebun binatang gembira loka daya tarik sendiri wisatawan yogyakarta gembira loka zoo rusak parah akibat gempa bumi yogyakarta 2006 tetapi renovasi kebun binatang gembira loka cari wisatawan
94,Sumur Gumuling,Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II.,Taman Hiburan,Yogyakarta,sumur gumuling salah ibadah giat agama sumur gumuling masjid zaman perintah sri sultan hamengkubuwana i ii
95,Desa Wisata Sungai Code Jogja Kota,"Kampung Code berada di Kelurahan Kotabaru, Kecamatan Gondokusuman Kota Yogyakarta. Lokasi persisnya ada di RT 01/RW 01 di sebelah selatan jembatan Gondolayu di Jl Jenderal Sudirman atau di sebelah timur bantaran Kali Code yang membelah Kota Yogyakarta. Kampung Code terletak persis di bantaran Kali Code yang memanjang ke arah selatan dengan kontur tanah bertebing dari atas ke bawah. Di bagian atas yang mepet Jl Faridan M. Noto sebagian besar digunakan warga untuk usaha jasa/jual beli ban mobil. Sedangkan di bagian bawah menjadi tempat pemukiman warga. Kampung Code yang tadinya kampung biasa, menjelma menjadi sebuah karya seni berkat jasa seorang arsitek sekaligus pemuka agama katolik, Romo YB Manguwijaya.",Taman Hiburan,Yogyakarta,kampung code lurah kotabaru camat gondokusuman kota yogyakarta lokasi persis rt 01 belah selatan jembatan gondolayu jl jenderal sudirman belah timur bantaran kali code belah kota yogyakarta kampung code letak persis bantaran kali code panjang arah selatan kontur tanah tebing di mepet jl faridan noto warga usaha beli ban mobil sedang mukim warga kampung code kampung jelma karya seni berkat jasa arsitek muka agama katolik romo yb manguwijaya
96,Alun Alun Selatan Yogyakarta,"Alun-alun Selatan atau yang sekarang lebih dikenal sebagai Alun-alun Kidul (Alkid) yaitu alun-alun yang terletak di sebelah selatan karaton Yogyakarta. Alun-alun ini berbentuk tanah lapang luas berpasir, dengan luas sekitar 160m x 160 m. Alun-alun ini dikelilingi pagar tembok batu bata setinggi 2,20 m, tebal pagar tembok 30 cm, sudah banyak yang runtuh dan rusak. Adapun pagar tembok yang dapat disaksikan sekarang adalah pagar tembok baru, yang dibangun oleh Sri Sultan Hamengkubuwono ke VII pada masa pemerintahannya tahun 1877 -1921 M.",Taman Hiburan,Yogyakarta,selatan kenal kidul alkid letak belah selatan karaton yogyakarta bentuk tanah lapang luas pasir luas 160m x 160 keliling pagar tembok batu bata m tebal pagar tembok 30 cm runtuh rusak adapun pagar tembok saksi pagar tembok bangun sri sultan hamengkubuwono vii perintah 1877 m
97,Monumen Yogya Kembali,"Museum Monumen Yogya Kembali (bahasa Jawa: ꦩꦺꦴꦤꦸꦩꦺꦤ꧀​ꦪꦺꦴꦒꦾ​ꦏꦼꦩ꧀ꦧꦭꦶ, translit. Monumèn Yogya Kembali) biasa dikenal sebagai Monumen Jogja Kembali disingkat Monjali adalah sebuah museum sejarah perjuangan kemerdekaan Indonesia yang ada di Daerah Istimewa Yogyakarta dan dikelola oleh Kementerian Pariwisata dan Ekonomi Kreatif. Museum yang berada di bagian utara kota ini banyak dikunjungi oleh para pelajar dalam acara darmawisata.\n\nMuseum monumen dengan bentuk kerucut ini terdiri dari 3 lantai dan dilengkapi dengan ruang perpustakaan serta ruang serbaguna. Pada rana pintu masuk dituliskan sejumlah 422 nama pahlawan yang gugur di daerah Wehrkreise III (RIS) antara tanggal 19 Desember 1948 sampai dengan 29 Juni 1949. Dalam 4 ruang museum di lantai 1 terdapat benda-benda koleksi: relief, replika, foto, dokumen, heraldika, berbagai jenis senjata, bentuk evokatif dapur umum dalam suasana perang kemerdekaan 1945-1949. Tandu dan dokar (kereta kuda) yang pernah dipergunakan oleh Panglima Besar Jenderal Soedirman juga disimpan di sini (di ruang museum nomor 2). Monumen Yogya Kembali beralamat di Jl. Ring Road Utara, Kabupaten Sleman, Daerah Istimewa Yogyakarta.",Budaya,Yogyakarta,museum monumen yogya kembali bahasa jawa translit monum n yogya kembali kenal monumen jogja kembali singkat monjali museum sejarah juang merdeka indonesia daerah istimewa yogyakarta kelola menteri pariwisata ekonomi kreatif museum utara kota kunjung ajar acara monumen bentuk kerucut 3 lantai lengkap ruang pustaka ruang serbaguna pada rana pintu masuk tulis 422 nama pahlawan gugur daerah wehrkreise iii ri tanggal 19 desember 1948 29 juni 1949 dalam 4 ruang museum lantai 1 koleksi relief replika foto dokumen heraldika jenis senjata bentuk evokatif dapur suasana perang merdeka tandu dokar kereta kuda panglima besar jenderal soedirman simpan ruang museum nomor 2 monumen yogya kembali alamat jl ring road utara kabupaten sleman daerah istimewa yogyakarta
98,Taman Pelangi Yogyakarta,"Taman Pelangi Yogyakarta merupakan tempat wisata malam yang menampilkan warna-warni lampu lampion, sehingga terlihat seperti pelangi. Taman wisata ini terletak di Jalan Padjajaran (sebelumnya bernama Jalan Ring Road Utara), dan berada di lokasi Museum Monumen Yogya Kembali (Monumen Jogja Kembali) Yogyakarta. Taman Pelangi memiliki lebih dari 20 jenis permainan, 25 stand makan dan stand minum. Taman pelangi ini bisa dinikmati dari sore sampai malam, atau dari jam 17.00 sampai jam 23.00. Malam hari anda akan terasa lengkap dan sempurna di Taman Pelangi dengan banyaknya lampion yang menyala memberikan kesan yang menarik untuk menenangkan pikiran.",Taman Hiburan,Yogyakarta,taman pelangi yogyakarta wisata malam tampil lampu lampion pelangi taman wisata letak jalan padjajaran nama jalan ring road utara lokasi museum monumen yogya kembali monumen jogja kembali yogyakarta taman pelangi milik 20 jenis main 25 stand makan stand minum taman pelangi nikmat sore malam jam jam malam lengkap sempurna taman pelangi banyak lampion nyala kesan tarik tenang pikir
99,Kampung Wisata Kadipaten,Kampung Wisata Kadipaten secaara kewilayahan berada di Kelurahan Kadipaten Kecamatan Kraton. Keberadaannya juga berfungsi sebagai penyangga obyek wisata Kraton Kasultanan Yogyakarta. Sesuai dengan potensi yang ada Kampung Wisata Kadipaten kemudian mengangkat tema “Art and Heritage Turism” sebagai brandinngnya. Kawasan kampung wisata ini menjadi sangat unik dan spesifik karena disana banyak terdapat bangunan situs cagar busaya terutama bangunan Dalem Pangeran. Nama Kadipaten sendiri konon berasal dari nama kawasan yang disana banyak terdapat bangunan situs cagar budaya terutama bangunan Dalem Pangeran. Nama Kadipaten konon berasal dari nama kawasan yang disana banyak ditinggali oleh kerabat Kraton yang sekaligus sebagai pengagung Kraton.,Budaya,Yogyakarta,kampung wisata kadipaten secaara wilayah lurah kadipaten camat kraton ada fungsi sangga obyek wisata kraton kasultanan yogyakarta sesuai potensi kampung wisata kadipaten angkat tema art and heritage turism brandinngnya kawasan kampung wisata unik spesifik sana bangun situs cagar busaya bangun dalem pangeran nama kadipaten konon asal nama kawasan sana bangun situs cagar budaya bangun dalem pangeran nama kadipaten konon asal nama kawasan sana tinggal kerabat kraton agung kraton
100,Taman Budaya Yogyakarta,"Taman Budaya Yogyakarta (TBY) (Hanacaraka:ꦠꦩꦤ꧀​ꦧꦸꦢꦪ​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ, bahasa Jawa: Taman Budaya Ngayogyakarta) adalah sarana wisata yang terletak di Jalan Sri Wedani No 1, Yogyakarta. TBY memiliki kompleks gedung yang berfungsi sebagai tempat pameran, pertunjukan, dan berbagai kegiatan seni lainnya. TBY merupakan Unit Pelaksana Teknis Dinas (UPTD) pada Dinas Kebudayaan Provinsi Daerah Istimewa Yogyakarta. Fungsi dari TBY adalah sebagai pusat budaya termasuk di dalamnya pengembangan dan pengolahan pusat dokumentasi, etalase, dan informasi seni budaya dan pariwisata.",Budaya,Yogyakarta,taman budaya yogyakarta tby hanacaraka bahasa jawa taman budaya ngayogyakarta sarana wisata letak jalan sri wedani no 1 yogyakarta tby milik kompleks gedung fungsi pamer tunjuk giat seni tby unit laksana teknis dinas uptd dinas budaya provinsi daerah istimewa yogyakarta fungsi tby pusat budaya dalam kembang olah pusat dokumentasi etalase informasi seni budaya pariwisata
101,Kampung Wisata Sosro Menduran,"Kampung wisata Sosromenduran merupakan kampung wisata yang sangat unik karena berbasis multi culture, akomodasi dan belanja sekaligus berfungsi sebagai penyangga kawasan Objek Wisata Malioboro. Secara kewilayahan kampung wisata sosromenduran berada di Kelurahan Sosromenduran Kecamatan Gedongtengen. Letaknya sangat strategis karena berada disamping dikawasan Malioboro juga sangat dekat dengan Stasiun Kereta Api Tugu serta banyak terdapat fasilitas kepariwisataan baik hotel, homestay, warung dan restoran, travel, money changer, coffee, rental mobil, sepeda motor bahkan sepeda ontel dan yang sangat menarik di kampung wisata Sosromenduran juga terdapat banyak produsen souvenir kaos oblong yang juga banyak dijual di sepanjang jalan malioboro",Budaya,Yogyakarta,kampung wisata sosromenduran kampung wisata unik ba multi culture akomodasi belanja fungsi sangga kawasan objek wisata malioboro cara wilayah kampung wisata sosromenduran lurah sosromenduran camat gedongtengen letak strategis samping kawasan malioboro stasiun kereta api tugu fasilitas pariwisata hotel homestay warung restoran travel money changer coffee rental mobil sepeda motor sepeda ontel tarik kampung wisata sosromenduran produsen souvenir kaos oblong jual jalan malioboro
102,Monumen Batik Yogyakarta,"Perhatian pemerintah megenai kebudayan batik ini sangat besar, hal ini dikarenakan kebudayaannya bersinggungan langsung dengan masyarakat Jawa. Memperingati Hari Batik Nasional pada hari ini, traveler bisa berjalan-jalan ke monumen batik yang ada di Jogja. Perhatian pemerintah megenai kebudayan batik ini sangat besar, hal ini dikarenakan kebudayaannya bersinggungan langsung dengan masyarakat Jawa. Memperingati Hari Batik Nasional pada hari ini, traveler bisa berjalan-jalan ke monumen batik yang ada di Jogja.",Budaya,Yogyakarta,perhati perintah megenai kebudayan batik budaya singgung langsung masyarakat jawa ingat hari batik nasional traveler monumen batik jogja perhati perintah megenai kebudayan batik budaya singgung langsung masyarakat jawa ingat hari batik nasional traveler monumen batik jogja
103,Tugu Pal Putih Jogja,"Tugu Yogyakarta (Jawa: , Tugu Ngayogyakarta) adalah sebuah landmark bersejarah yang penting di kota Yogyakarta, Indonesia. Tugu berarti tugu, yang biasanya dibangun sebagai simbol suatu kawasan yang mengkonseptualisasikan ciri-ciri kawasan tersebut. Karena latar belakang sejarahnya, Tugu Yogyakarta telah menjadi ikon sejarah kota. Tugu Yogyakarta terletak tepat di tengah persimpangan antara Jalan Mangkubumi, Jalan Sudirman, Jalan A.M Sangaji, dan Jalan Dipenogoro kota.",Taman Hiburan,Yogyakarta,tugu yogyakarta jawa tugu ngayogyakarta landmark sejarah kota yogyakarta indonesia tugu tugu bangun simbol kawasan konseptualisasi kawasan karena latar sejarah tugu yogyakarta ikon sejarah kota tugu yogyakarta letak simpang jalan mangkubumi jalan sudirman jalan sangaji jalan dipenogoro kota
104,Tebing Breksi,"Tebing Breksi merupakan tempat wisata yang berada di wilayah Kabupaten Sleman. Lokasinya berada di sebelah selatan Candi Prambanan dan berdekatan dengan Candi Ijo serta Kompleks Keraton Boko. Lokasi Wisata Tebing Breksi tepatnya berada di Desa Sambirejo, Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572.",Budaya,Yogyakarta,tebing breksi wisata wilayah kabupaten sleman lokasi belah selatan candi prambanan dekat candi ijo kompleks keraton boko lokasi wisata tebing breksi tepat desa sambirejo prambanan kabupaten sleman daerah istimewa yogyakarta 55572
105,Candi Donotirto,"Walaupun melekat dengan kata candi, Candi Donotirto bukanlah peninggalan jaman Hindu-Buddha di Yogyakarta. Tempat ini dibangun oleh pemerintah Belanda. Ada dua bagian, yaitu bagian barat untuk kaum adam dan bagian timur untuk kaum hawa. Masing-masing dialiri oleh 5 buah pancuran air yang bersumber dari Sungai Winogo, berarti ada 10 buah pancuran di sana. Hingga kini, tempat ini tetap dirawat oleh warga sekitar walaupun digunakan sebagai WC umum. Oleh karenanya, janganlah berat tangan untuk menyisihkan uang Anda sebagai ganti biaya perawatan dan kebersihan tempat ini.",Budaya,Yogyakarta,walaupun lekat candi candi donotirto tinggal jaman yogyakarta tempat bangun perintah belanda ada barat kaum adam timur kaum hawa alir 5 buah pancur air sumber sungai winogo 10 buah pancur hingga rawat warga wc oleh berat tangan sisih uang anda ganti biaya awat bersih
106,Kawasan Malioboro,"Jalan Malioboro adalah nama salah satu kawasan jalan dari tiga jalan di Kota Yogyakarta yang membentang dari Tugu Yogyakarta hingga ke perempatan Kantor Pos Yogyakarta. Secara keseluruhan terdiri dari Jalan Margo Utomo, Jalan Malioboro, dan Jalan Margo Mulyo. Jalan ini merupakan poros Garis Imajiner Kraton Yogyakarta.",Taman Hiburan,Yogyakarta,jalan malioboro nama salah kawasan jalan jalan kota yogyakarta bentang tugu yogyakarta empat kantor po yogyakarta cara jalan margo utomo jalan malioboro jalan margo mulyo jalan poros gari imajiner kraton yogyakarta
107,Bangsal Pagelaran,"Bangunan utama adalah Bangsal Pagelaran yang dahulu dikenal dengan nama Tratag Rambat. Pada zamannya Pagelaran merupakan tempat para penggawa kesultanan menghadap Sultan pada upacara resmi. Sekarang sering digunakan untuk even-even pariwisata, religi, dan lain-lain disamping untuk upacara adat keraton. Sepasang Bangsal Pemandengan terletak di sisi jauh sebelah timur dan barat Pagelaran. Dahulu tempat ini digunakan oleh Sultan untuk menyaksikan latihan perang di Alun-alun Lor.",Budaya,Yogyakarta,bangun utama bangsal pagelaran kenal nama tratag rambat pada zaman pagelaran penggawa sultan hadap sultan upacara resmi sekarang pariwisata religi samping upacara adat keraton pasang bangsal pemandengan letak sisi belah timur barat pagelaran dahulu sultan saksi latih perang lor
108,Embung Tambakboyo,"Embung atau waduk Tambakboyo adalah konservasi air yang terletak di Dusun Tambakboyo, Kecamatan Depok, Kabupaten Sleman, Yogyakarta. Waduk ini memanfaatkan sumber air dari sungai Tambak Bayan dan sungai Buntung dengan luasan 7,8 ha. Waduk ini dibangun sejak tahun 2003 hingga 2008 dan diresmikan setahun kemudian.",Taman Hiburan,Yogyakarta,embung waduk tambakboyo konservasi air letak dusun tambakboyo camat depok kabupaten sleman yogyakarta waduk manfaat sumber air sungai tambak bayan sungai buntung luas ha waduk bangun 2003 2008 resmi tahun
109,Hutan Pinus Pengger,"Hutan Pinus Pengger (bahasa Jawa: ꦄꦭꦱ꧀​ꦥꦶꦤꦸꦱ꧀​ꦥꦼꦁ​ꦒꦼꦂ​, translit. Alas Pinus​ Pěnggěr) merupakan salah satu objek wisata andalan Kabupaten Bantul. Wisata alam ini berlokasi di Sendangsari, Desa Terong, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta.\nHutan Pinus Pengger mudah dijangkau karena terletak dipinggir jalan Patuk-Dlingo km 4,5.\nWalaupun masih terdengar asing, dikalangan penyuka jalan-jalan objek wisata, Hutan Pinus Pengger terbilang cukup populer . Tempat ini masih dirasa asing karena baru dibuka secara resmi pada tanggal 7 April 2016. Hutan Pinus ini sangat digemari oleh para pencipta objek wisata, karena objek wisata ini menyuguhkan pemandangan alam yang sangat indah.",Taman Hiburan,Yogyakarta,hutan pinus pengger bahasa jawa translit ala p ngg r salah objek wisata andal kabupaten bantul wisata alam lokasi sendangsari desa terong kec dlingo kabupaten bantul daerah istimewa pinus pengger mudah jangkau letak pinggir jalan km dengar asing kalang suka objek wisata hutan pinus pengger bilang populer tempat rasa asing buka resmi tanggal 7 april 2016 hutan pinus gari cipta objek wisata objek wisata suguh pandang alam indah
